loss_ratio,cost_ratio,class_fn,decision_fn,data_bal,threshold,cost,cost_std,loss,loss_std,recall,recall_std,precision,precision_std
5,0.1,truth_finder_single,decision_function_em,0.3,0.5,300.0,0.0,0.341,0.031,0.845,0.018,0.699,0.02
5,0.1,truth_finder_single,decision_function_em,0.3,0.6,300.0,0.0,0.345,0.028,0.844,0.019,0.695,0.019
5,0.1,truth_finder_single,decision_function_em,0.3,0.7,300.0,0.0,0.344,0.027,0.843,0.016,0.7,0.019
5,0.1,truth_finder_single,decision_function_em,0.3,0.8,300.0,0.0,0.341,0.032,0.846,0.02,0.7,0.019
5,0.1,truth_finder_single,decision_function_em,0.3,0.9,300.0,0.0,0.343,0.03,0.844,0.019,0.699,0.02
5,0.05,truth_finder_single,decision_function_em,0.3,0.5,150.0,0.0,0.34,0.032,0.846,0.021,0.699,0.018
5,0.05,truth_finder_single,decision_function_em,0.3,0.6,150.0,0.0,0.345,0.032,0.843,0.02,0.699,0.022
5,0.05,truth_finder_single,decision_function_em,0.3,0.7,150.0,0.0,0.339,0.033,0.846,0.021,0.701,0.018
5,0.05,truth_finder_single,decision_function_em,0.3,0.8,150.0,0.0,0.348,0.033,0.842,0.02,0.697,0.019
5,0.05,truth_finder_single,decision_function_em,0.3,0.9,150.0,0.0,0.342,0.03,0.843,0.019,0.702,0.018
5,0.1,truth_finder_single,decision_function_em,0.1,0.5,300.0,0.0,0.222,0.02,0.835,0.029,0.375,0.022
5,0.1,truth_finder_single,decision_function_em,0.1,0.6,300.0,0.0,0.22,0.017,0.841,0.032,0.375,0.017
5,0.1,truth_finder_single,decision_function_em,0.1,0.7,300.0,0.0,0.22,0.021,0.841,0.036,0.376,0.021
5,0.1,truth_finder_single,decision_function_em,0.1,0.8,300.0,0.0,0.22,0.021,0.84,0.036,0.375,0.02
5,0.1,truth_finder_single,decision_function_em,0.1,0.9,300.0,0.0,0.219,0.018,0.846,0.031,0.375,0.019
5,0.05,truth_finder_single,decision_function_em,0.1,0.5,150.0,0.0,0.219,0.021,0.842,0.035,0.376,0.021
5,0.05,truth_finder_single,decision_function_em,0.1,0.6,150.0,0.0,0.217,0.018,0.847,0.031,0.377,0.02
5,0.05,truth_finder_single,decision_function_em,0.1,0.7,150.0,0.0,0.219,0.018,0.843,0.032,0.376,0.02
5,0.05,truth_finder_single,decision_function_em,0.1,0.8,150.0,0.0,0.218,0.021,0.844,0.034,0.376,0.02
5,0.05,truth_finder_single,decision_function_em,0.1,0.9,150.0,0.0,0.219,0.018,0.844,0.03,0.375,0.019
